area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,2002,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,19172633,49184,556
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,2000,Chinook,14533,NA,NA,NA,NA,NA,NA,NA,Other,PRESENT,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,03-FEB-06,NA,74350222,47759,521
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2001,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,86071872,47752,520
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,2001,Sockeye,2800,NA,NA,NA,NA,NA,NA,NA,Walk,PRESENT,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Sockeye,NA,01-AUG-01,10-AUG-01,11-AUG-01,20-AUG-01,11-OCT-01,20-OCT-01,11-NOV-01,20-NOV-01,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),10,Other Estimate Method,03-FEB-06,NA,74096289,47745,519
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2003,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,55909250,47752,520
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2008,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,20-SEP-08,20-SEP-08,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Sockeye,NA,11-AUG-08,20-AUG-08,01-SEP-08,10-SEP-08,11-SEP-08,20-SEP-08,01-OCT-08,10-OCT-08,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),1,Peak Live + Dead,21-AUG-09,NA,17005981,47850,540
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,2008,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,15-AUG-08,13-OCT-08,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-AUG-09,NA,14140970,47824,534
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,2008,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-AUG-09,NA,23522036,47757,521
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,2001,Coho,NA,NA,NA,NA,NA,NA,NA,NA,Walk,PRESENT,NA,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,6,Unknown Estimate Method,03-FEB-06,NA,74408598,47816,533
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,2002,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,11133667,49190,557
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2006,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,21-NOV-06,21-NOV-06,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,03-AUG-07,NA,88824828,47750,520
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1998,Chinook,5500,NA,NA,NA,NA,NA,NA,NA,Helicopter,PRESENT,NA,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Other Estimate Method,03-FEB-06,NA,14047683,49238,566
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2000,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NA,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,0,Unknown Estimate Method,03-FEB-06,NA,98907616,49235,566
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,2007,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,04-SEP-07,21-SEP-07,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,Y,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),2,Expert Opinion,12-SEP-08,NA,34209073,49185,556
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2010,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,10-AUG-10,15-SEP-10,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,01-AUG-10,10-AUG-10,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),3,Expert Opinion,13-JUL-11,NA,44148175,49234,566
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1936,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,36923434,47856,541
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1974,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,16562786,49189,557
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,2019,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,24-NOV-20,NA,66065624,47758,521
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,1949,Chinook,NA,NA,NA,NA,NA,NA,NA,600,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,19716903,47854,540
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,1986,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,56436729,47746,519
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,1962,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,66001366,47850,540
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1969,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,70551135,47757,521
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1971,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,89239988,47757,521
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1997,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,27906606,49184,556
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,2011,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,71992445,47852,540
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1996,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,33210136,47754,520
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1953,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,24-DEC-15,NA,43688154,47756,521
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1929,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,90800199,47750,520
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2016,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,12-APR-18,NA,88996938,49236,566
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,2014,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,PRELIMINARY,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-APR-15,NA,30894817,47757,521
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1934,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,88537476,49236,566
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1922,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,10906745,49237,566
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1921,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,62983952,47815,533
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1938,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,40787817,49236,566
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1941,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,74594446,47859,541
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1941,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,97644948,49234,566
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1938,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,51863909,49184,556
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,2019,Chinook,11838,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,28-AUG-19,09-DEC-19,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,21-AUG-19,30-AUG-19,01-SEP-19,10-SEP-19,21-SEP-19,30-SEP-19,01-OCT-19,10-OCT-19,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),4,Area Under the Curve,23-JUN-20,NA,40430339,49188,556
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,2018,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,21-SEP-18,21-SEP-18,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,08-NOV-19,NA,52646840,49190,557
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,2021,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,13-SEP-21,24-SEP-21,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,16-AUG-22,NA,77457175,49185,556
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2021,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,20-AUG-21,15-SEP-21,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,16-AUG-22,NA,14990428,49234,566
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1995,Coho,NA,NA,NA,NA,NA,NA,NA,175,Helicopter,PRESENT,UNKNOWN,10-AUG-95,30-NOV-95,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Coho,NA,05-OCT-95,NA,25-OCT-95,NA,15-NOV-95,NA,05-DEC-95,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,806251,47751,520
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1951,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,878285,47755,521
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1962,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,869870,49348,589
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1993,Pink,NA,NA,NA,NA,NA,NA,NA,8000,Helicopter,PRESENT,UNKNOWN,31-AUG-93,16-SEP-93,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,01-AUG-93,NA,15-AUG-93,NA,30-AUG-93,NA,01-SEP-93,NA,HIGH,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,849320,49236,566
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,1979,Sockeye,NA,NA,NA,NA,NA,NA,NA,150,NA,PRESENT,UNKNOWN,10-AUG-79,09-NOV-79,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Sockeye,NA,15-AUG-79,NA,15-OCT-79,NA,15-OCT-79,NA,15-NOV-79,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,904954,47745,519
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1958,Pink,NA,NA,NA,NA,NA,NA,NA,25,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Pink,NA,NA,NA,15-SEP-58,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,926185,49186,556
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1995,Chinook,NA,NA,NA,NA,NA,NA,NA,10500,Helicopter,PRESENT,UNKNOWN,01-SEP-95,20-SEP-95,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,01-AUG-95,NA,15-AUG-95,NA,15-SEP-95,NA,30-SEP-95,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,925555,49188,556
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1974,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,918276,49345,589
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1986,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,919121,49192,557
